Keyword,SearchVolume,Position,URL,Type,CPC,Competition
"what is the darkest legal tint in wisconsin",40,35,"/wisconsin-window-tint-medical-exemption/",organic,0,0.029999999329447746
"what is the legal tint in ct",210,35,"/connecticut-window-tint-medical-exemption/",organic,6.050000190734863,0.019999999552965164
"what medical conditions qualify for window tint in maryland",50,35,"/maryland-window-tint-medical-exemption/",organic,0,0.03999999910593033
"what tint is legal in nh",30,35,"/new-hampshire-window-tint-medical-exemption/",organic,0,0.029999999329447746
"whats the darkest legal tint in maine",40,35,"/maine-window-tint-medical-exemption/",organic,0,0.009999999776482582
"whats the darkest legal tint in oklahoma",50,35,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tint law arkansas",1600,35,"/arkansas-window-tint-medical-exemption/",organic,0.07000000029802322,0.009999999776482582
"window tint laws in nebraska",140,35,"/nebraska-window-tint-medical-exemption/",organic,0,0.019999999552965164
"window tint laws in new mexico",260,35,"/new-mexico-window-tint-medical-exemption/",organic,0.10999999940395355,0.009999999776482582
"window tint laws maine",90,35,"/maine-window-tint-medical-exemption/",organic,0,0.009999999776482582
"alabama tint law",1900,36,"/alabama-window-tint-medical-exemption/",organic,0,0.009999999776482582
"application for sunscreening medical exemption florida",40,36,"/florida-window-tint-medical-exemption/",organic,2.509999990463257,0.1599999964237213
"can you have 5 tint in florida",30,36,"/florida-window-tint-medical-exemption/",organic,0,0.009999999776482582
"darkest legal tint in oklahoma",110,36,"/oklahoma-window-tint-medical-exemption/",organic,2.009999990463257,0.05000000074505806
"delaware tint law",50,36,"/delaware-window-tint-medical-exemption/",organic,0,0.009999999776482582
"iowa tint limit",30,36,"/iowa-window-tint-medical-exemption/",organic,0,0
"legal tint nebraska",30,36,"/nebraska-window-tint-medical-exemption/",organic,0,0.009999999776482582
"louisiana state police window tint exemption",30,36,"/louisiana-window-tint-medical-exemption/",organic,0,0.03999999910593033
"louisiana tint",110,36,"/louisiana-window-tint-medical-exemption/",organic,1.7300000190734863,0.15000000596046448
"massachusetts tint laws 2025",70,36,"/massachusetts-window-tint-medical-exemption/",organic,0.10000000149011612,0.03999999910593033
"new jersey tint limit",30,36,"/new-jersey-window-tint-medical-exemption/",organic,0,0.009999999776482582
"nh tint laws 2025",40,36,"/new-hampshire-window-tint-medical-exemption/",organic,0,0
"oklahoma window tint law",590,36,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"optometrist tint exemption",30,36,"/",organic,1.940000057220459,0.20999999344348907
"south carolina legal tint limit",70,36,"/south-carolina-window-tint-medical-exemption/",organic,0,0.009999999776482582
"tennessee tint laws 2025",50,36,"/window-tint-laws-by-state/tennessee-legal-tint/",organic,0,0.019999999552965164
"tint laws in kentucky",70,36,"/kentucky-window-tint-medical-exemption/",organic,1.4300000667572021,0.009999999776482582
"tint laws wisconsin",1600,36,"/wisconsin-window-tint-medical-exemption/",organic,0,0.019999999552965164
"tint limit in sc",50,36,"/south-carolina-window-tint-medical-exemption/",organic,0,0.05000000074505806
"tinted window law in michigan",4400,36,"/window-tint-laws-by-state/michigan-legal-tint/",organic,0.9900000095367432,0.019999999552965164
"what is the legal tint in oklahoma",260,36,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"whats legal tint in wisconsin",30,36,"/wisconsin-window-tint-medical-exemption/",organic,0,0
"whats the darkest legal tint in sc",50,36,"/south-carolina-window-tint-medical-exemption/",organic,0,0.019999999552965164
"window tint exemption maryland",50,36,"/maryland-window-tint-medical-exemption/",organic,2.5399999618530273,0.1599999964237213
"window tint laws in wisconsin",880,36,"/wisconsin-window-tint-medical-exemption/",organic,3.6399998664855957,0.019999999552965164
"window tint laws north dakota",390,36,"/north-dakota-window-tint-medical-exemption/",organic,2.0199999809265137,0.05999999865889549
"window tint laws west virginia",320,36,"/west-virginia-window-tint-medical-exemption/",organic,0,0.019999999552965164
"window tint prescription florida",30,36,"/florida-window-tint-medical-exemption/",organic,2.0299999713897705,0.28999999165534973
"window tint prescription texas",30,36,"/texas-window-tint-medical-exemption/",organic,6.920000076293945,0.33000001311302185
"window tint utah law",720,36,"/utah-window-tint-medical-exemption/",organic,1.649999976158142,0.10000000149011612
"wisconsin legal tint limit",70,36,"/wisconsin-window-tint-medical-exemption/",organic,0,0
"wisconsin tint limit",90,36,"/wisconsin-window-tint-medical-exemption/",organic,0,0.019999999552965164
"wisconsin tinting laws",1600,36,"/wisconsin-window-tint-medical-exemption/",organic,0,0.019999999552965164
"auto window tinting delaware",30,37,"/delaware-window-tint-medical-exemption/",organic,0.8899999856948853,0.699999988079071
"darkest legal tint in kansas",50,37,"/kansas-window-tint-medical-exemption/",organic,0,0.009999999776482582
"darkest legal tint indiana",40,37,"/indiana-window-tint-medical-exemption/",organic,0,0.009999999776482582
"darkest tint in washington state",20,37,"/window-tint-laws-by-state/washington-legal-tint/",organic,0,0
"florida tint laws 2024",40,37,"/florida-window-tint-medical-exemption/",organic,0,0.029999999329447746
"how much is a tint ticket in missouri",50,37,"/missouri-window-tint-medical-exemption/",organic,0,0
"is 20 tint legal in sc",110,37,"/south-carolina-window-tint-medical-exemption/",organic,0,0
"is 35 tint legal in wisconsin",30,37,"/wisconsin-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint in nj",2900,37,"/new-jersey-window-tint-medical-exemption/",organic,2.559999942779541,0.019999999552965164
"legal tint kansas",880,37,"/kansas-window-tint-medical-exemption/",organic,1.7000000476837158,0.019999999552965164
"legal tint level in ohio",20,37,"/window-tint-laws-by-state",organic,0,0
"legal window tint in south dakota",170,37,"/south-dakota-window-tint-medical-exemption/",organic,0,0.009999999776482582
"ma tint laws",170,37,"/massachusetts-window-tint-medical-exemption/",organic,0,0
"maine tint",110,37,"/maine-window-tint-medical-exemption/",organic,0,0.05000000074505806
"montana tint laws",260,37,"/montana-window-tint-medical-exemption/",organic,0,0.009999999776482582
"nc window tint exemption",30,37,"/north-carolina-window-tint-medical-exemption/",organic,1.8600000143051147,0.09000000357627869
"north dakota window tint laws",390,37,"/north-dakota-window-tint-medical-exemption/",organic,2.0199999809265137,0.05999999865889549
"ohio window tint laws 2025",90,37,"/ohio-window-tint-medical-exemption/",organic,0,0.019999999552965164
"oregon legal tint limit",170,37,"/oregon-window-tint-medical-exemption/",organic,7.710000038146973,0.009999999776482582
"oregon tint law",70,37,"/oregon-window-tint-medical-exemption/",organic,4.929999828338623,0.029999999329447746
"oregon window tint laws",90,37,"/oregon-window-tint-medical-exemption/",organic,0,0.009999999776482582
"sun shading medical authorization",40,37,"/virginia-window-tint-medical-exemption/",organic,1.7200000286102295,0.12999999523162842
"texas window tint exemption form pdf",50,37,"/texas-window-tint-medical-exemption/",organic,2.9000000953674316,0.18000000715255737
"tint laws in montana",30,37,"/montana-window-tint-medical-exemption/",organic,0,0
"what is legal window tint in wisconsin",30,37,"/wisconsin-window-tint-medical-exemption/",organic,0,0.029999999329447746
"what is the legal tint in kansas",170,37,"/kansas-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what is the legal tint in mississippi",320,37,"/mississippi-window-tint-medical-exemption/",organic,0.03999999910593033,0.019999999552965164
"what tint is legal in iowa",70,37,"/iowa-window-tint-medical-exemption/",organic,0,0.03999999910593033
"window tint exemption louisiana",50,37,"/louisiana-window-tint-medical-exemption/",organic,3.490000009536743,0.18000000715255737
"window tint laws new hampshire",390,37,"/new-hampshire-window-tint-medical-exemption/",organic,0,0.029999999329447746
"wv tint laws",480,37,"/west-virginia-window-tint-medical-exemption/",organic,3.8600001335144043,0.009999999776482582
"alabama tinting laws",390,38,"/alabama-window-tint-medical-exemption/",organic,0,0
"alaska window tint",40,38,"/alaska-window-tint-medical-exemption/",organic,4.800000190734863,0.28999999165534973
"astigmatism window tint exemption reddit",30,38,"/can-you-get-a-window-tint-medical-exemption-for-astigmatism/",organic,0,0
"can you be pulled over for window tint in florida",30,38,"/window-tint-laws-by-state/florida-legal-tint/",organic,0,0.09000000357627869
"darkest legal tint in mississippi",40,38,"/mississippi-window-tint-medical-exemption/",organic,0,0.009999999776482582
"darkest legal tint in nevada",90,38,"/nevada-window-tint-medical-exemption/",organic,3.4200000762939453,0.09000000357627869
"darkest legal tint in north carolina",30,38,"/window-tint-laws-by-state",organic,0,0.09000000357627869
"de tint laws",40,38,"/delaware-window-tint-medical-exemption/",organic,0,0.019999999552965164
"eye doctor tint waiver",20,38,"/product/north-carolina-online-window-tint-medical-exemption-consultation/",organic,1.7899999618530273,0.14000000059604645
"how much tint is legal in nj",90,38,"/new-jersey-window-tint-medical-exemption/",organic,0,0.009999999776482582
"how to get a window tint permit",90,38,"/michigan-window-tint-medical-exemption/",organic,2.5199999809265137,0.27000001072883606
"idaho legal tint",30,38,"/idaho-window-tint-medical-exemption/",organic,0,0.009999999776482582
"is 20 percent tint legal in oregon",40,38,"/oregon-window-tint-medical-exemption/",organic,0,0.029999999329447746
"legal tint in ri",590,38,"/rhode-island-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint in west virginia",480,38,"/west-virginia-window-tint-medical-exemption/",organic,3.8600001335144043,0.009999999776482582
"legal tint limit ct",110,38,"/connecticut-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint limit in mississippi",70,38,"/mississippi-window-tint-medical-exemption/",organic,0.17000000178813934,0.009999999776482582
"legal tint limit in oklahoma",50,38,"/oklahoma-window-tint-medical-exemption/",organic,0,0
"legal tint percentage in colorado",50,38,"/window-tint-laws-by-state/colorado-legal-tint/",organic,0,0.07999999821186066
"legal window tint alabama",720,38,"/alabama-window-tint-medical-exemption/",organic,0.05000000074505806,0.009999999776482582
"medical tint exemption",480,38,"/texas-window-tint-medical-exemption/",organic,2.8399999141693115,0.17000000178813934
"ms window tint law",30,38,"/mississippi-window-tint-medical-exemption/",organic,0,0
"ny state inspection window tint",30,38,"/new-york-window-tint-medical-exemption/",organic,0,0.03999999910593033
"oklahoma tint laws",1300,38,"/oklahoma-window-tint-medical-exemption/",organic,1.0499999523162842,0.009999999776482582
"rhode island tint",30,38,"/rhode-island-window-tint-medical-exemption/",organic,0,0.3799999952316284
"ri tint laws 2025",20,38,"/rhode-island-window-tint-medical-exemption/",organic,0,0
"south dakota window tint laws",170,38,"/south-dakota-window-tint-medical-exemption/",organic,0,0.009999999776482582
"tint doctors note",90,38,"/texas-window-tint-medical-exemption/",organic,1.8799999952316284,0.2199999988079071
"tint in delaware",110,38,"/delaware-window-tint-medical-exemption/",organic,6.769999980926514,0.5
"tint laws in kansas",880,38,"/kansas-window-tint-medical-exemption/",organic,1.7000000476837158,0.019999999552965164
"tint laws oklahoma",1300,38,"/oklahoma-window-tint-medical-exemption/",organic,1.0499999523162842,0.009999999776482582
"tint limit in oklahoma",30,38,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"utah tint laws",480,38,"/utah-window-tint-medical-exemption/",organic,1.340000033378601,0.05000000074505806
"washington tint laws 2025",50,38,"/window-tint-laws-by-state/washington-legal-tint/",organic,0,0
"what is the darkest legal tint in massachusetts",70,38,"/massachusetts-window-tint-medical-exemption/",organic,0,0.029999999329447746
"what is the darkest legal tint in nevada",110,38,"/nevada-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what is the darkest legal tint in nh",40,38,"/new-hampshire-window-tint-medical-exemption/",organic,0,0.009999999776482582
"what is the legal tint in idaho",90,38,"/idaho-window-tint-medical-exemption/",organic,0,0
"what is the legal tint in nebraska",90,38,"/nebraska-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what percent tint is legal in mississippi",30,38,"/mississippi-window-tint-medical-exemption/",organic,0,0.009999999776482582
"what tint is legal in oregon",70,38,"/oregon-window-tint-medical-exemption/",organic,0,0.03999999910593033
"window tint law in missouri",880,38,"/missouri-window-tint-medical-exemption/",organic,0.05000000074505806,0.029999999329447746
"window tint laws in alaska",50,38,"/alaska-window-tint-medical-exemption/",organic,0,0
"window tint laws in idaho",170,38,"/idaho-window-tint-medical-exemption/",organic,0,0.03999999910593033
"window tint montana",30,38,"/montana-window-tint-medical-exemption/",organic,16.229999542236328,0.14000000059604645
"window tinting in maine",170,38,"/maine-window-tint-medical-exemption/",organic,4.760000228881836,0.18000000715255737
"windshield tint maryland",90,38,"/maryland-window-tint-medical-exemption/",organic,0,0.20999999344348907
"arkansas legal tint limit",140,39,"/arkansas-window-tint-medical-exemption/",organic,0,0
"arkansas window tint",320,39,"/product/arkansas-online-window-tint-medical-exemption-consultation/",organic,2.7200000286102295,0.07999999821186066
"ca tint laws 2024",10,39,"/window-tint-laws-by-state/california-legal-tint/",organic,0,0
"can you get tint exemption for astigmatism",90,39,"/can-you-get-a-window-tint-medical-exemption-for-astigmatism/",organic,3.6500000953674316,0.019999999552965164
"can you tint your windshield in kansas",40,39,"/kansas-window-tint-medical-exemption/",organic,0,0.009999999776482582
"can you tint your windshield in south carolina",30,39,"/south-carolina-window-tint-medical-exemption/",organic,0,0.019999999552965164
"car window tint laws maine",210,39,"/maine-window-tint-medical-exemption/",organic,0,0.07000000029802322
"ct window tinting laws",260,39,"/connecticut-window-tint-medical-exemption/",organic,0.03999999910593033,0.009999999776482582
"darkest legal tint in ct",40,39,"/connecticut-window-tint-medical-exemption/",organic,0,0.05999999865889549
"darkest legal tint in maryland",110,39,"/maryland-window-tint-medical-exemption/",organic,0,0.019999999552965164
"delaware window tint",210,39,"/delaware-window-tint-medical-exemption/",organic,3.4600000381469727,0.6000000238418579
"dmv delaware tint waiver",30,39,"/delaware-window-tint-medical-exemption/",organic,0,0.019999999552965164
"how much is a tint ticket in arizona",20,39,"/arizona-window-tint-medical-exemption/",organic,0,0.14000000059604645
"how much is a tint ticket in mississippi",30,39,"/mississippi-window-tint-medical-exemption/",organic,0,0
"kansas legal window tint",30,39,"/kansas-window-tint-medical-exemption/",organic,0,0.019999999552965164
"kansas tint laws",880,39,"/kansas-window-tint-medical-exemption/",organic,1.7000000476837158,0.019999999552965164
"legal tint arkansas",40,39,"/arkansas-window-tint-medical-exemption/",organic,0,0
"legal tint in pennsylvania",720,39,"/pennsylvania-window-tint-medical-exemption/",organic,0.029999999329447746,0.019999999552965164
"legal tint in utah",880,39,"/utah-window-tint-medical-exemption/",organic,1.6399999856948853,0.09000000357627869
"maine window tint laws",140,39,"/maine-window-tint-medical-exemption/",organic,0.019999999552965164,0
"massachusetts tint limit",40,39,"/massachusetts-window-tint-medical-exemption/",organic,0,0
"nevada tint laws 2024",10,39,"/nevada-window-tint-medical-exemption/",organic,0,0
"north dakota legal tint",480,39,"/north-dakota-window-tint-medical-exemption/",organic,2.4200000762939453,0.07999999821186066
"nyc tint exemption",320,39,"/new-york-window-tint-medical-exemption/",organic,1.9500000476837158,0.05000000074505806
"oklahoma car tint laws",30,39,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"online window tint exemption",30,39,"/new-hampshire-window-tint-medical-exemption/",organic,2.869999885559082,0.27000001072883606
"oregon tint limit",50,39,"/oregon-window-tint-medical-exemption/",organic,0,0.009999999776482582
"sc window tint law",1000,39,"/south-carolina-window-tint-medical-exemption/",organic,1.7599999904632568,0.019999999552965164
"tint exemption",2400,39,"/florida-window-tint-medical-exemption/",organic,2.569999933242798,0.18000000715255737
"tint in alabama",30,39,"/alabama-window-tint-medical-exemption/",organic,2.4700000286102295,0.23000000417232513
"tint law in hawaii",1000,39,"/hawaii-window-tint-medical-exemption/",organic,0.10999999940395355,0.019999999552965164
"tint law south carolina",1900,39,"/south-carolina-window-tint-medical-exemption/",organic,1.9100000858306885,0.019999999552965164
"tint laws alaska",390,39,"/alaska-window-tint-medical-exemption/",organic,0,0.009999999776482582
"vermont window tint law",30,39,"/vermont-window-tint-medical-exemption/",organic,0,0
"wa window tinting laws",880,39,"/washington-window-tint-medical-exemption/",organic,0.09000000357627869,0.019999999552965164
"washington state window tinting laws",320,39,"/window-tint-laws-by-state/washington-legal-tint/",organic,0,0.009999999776482582
"west virginia window tint laws",320,39,"/west-virginia-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what percent tint is legal in iowa",30,39,"/iowa-window-tint-medical-exemption/",organic,0,0
"where to get nys inspection with tinted windows",50,39,"/new-york-window-tint-medical-exemption/",organic,0,0.20999999344348907
"window tint law in oklahoma",590,39,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tint laws in maine",90,39,"/maine-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tint laws new mexico",260,39,"/new-mexico-window-tint-medical-exemption/",organic,0.10999999940395355,0.009999999776482582
"window tint laws vermont",30,39,"/vermont-window-tint-medical-exemption/",organic,0,0
"window tint laws wi",880,39,"/wisconsin-window-tint-medical-exemption/",organic,3.6399998664855957,0.019999999552965164
"window tint permit florida",30,39,"/florida-window-tint-medical-exemption/",organic,4.289999961853027,0.41999998688697815
"window tinting vermont",70,39,"/vermont-window-tint-medical-exemption/",organic,0,0.05999999865889549
"wv window tint law",320,39,"/west-virginia-window-tint-medical-exemption/",organic,0,0.019999999552965164
"alabama tint laws",390,40,"/alabama-window-tint-medical-exemption/",organic,0,0
"alaska tinted windows law",50,40,"/alaska-window-tint-medical-exemption/",organic,0,0
"can you tint your windshield in massachusetts",40,40,"/massachusetts-window-tint-medical-exemption/",organic,1.8299999237060547,0.03999999910593033
"car window tinting delaware",30,40,"/delaware-window-tint-medical-exemption/",organic,0.8899999856948853,0.699999988079071
"ct legal tint limit",90,40,"/window-tint-laws-by-state/connecticut-legal-tint/",organic,0,0.009999999776482582
"ct tint limit",50,40,"/connecticut-window-tint-medical-exemption/",organic,0,0.019999999552965164
"darkest legal tint in ma",50,40,"/massachusetts-window-tint-medical-exemption/",organic,0,0.029999999329447746
"darkest legal tint washington",50,40,"/window-tint-laws-by-state/washington-legal-tint/",organic,0,0.05000000074505806
"eye doctor prescription for tinted windows",20,40,"/kansas-window-tint-medical-exemption/",organic,0,0.20999999344348907
"how to get a window tint prescription",480,40,"/can-you-get-a-window-tint-medical-exemption-for-photophobia/",organic,1.850000023841858,0.17000000178813934
"how to get doctors note for tint",90,40,"/texas-window-tint-medical-exemption/",organic,2.2699999809265137,0.2199999988079071
"how to get tint exemption",720,40,"/",organic,2.200000047683716,0.14000000059604645
"idaho tint law",50,40,"/idaho-window-tint-medical-exemption/",organic,0,0
"is 20 percent tint legal in mississippi",20,40,"/mississippi-window-tint-medical-exemption/",organic,0,0
"is 20 tint legal in massachusetts",260,40,"/massachusetts-window-tint-medical-exemption/",organic,0,0.009999999776482582
"is 35 tint legal in alabama",40,40,"/alabama-window-tint-medical-exemption/",organic,0,0.009999999776482582
"kansas window tint laws",70,40,"/kansas-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint in al",1900,40,"/alabama-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint in wi",1600,40,"/wisconsin-window-tint-medical-exemption/",organic,0,0.019999999552965164
"legal tint limit in south carolina",50,40,"/south-carolina-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint limit in tn",40,40,"/tennessee-window-tint-medical-exemption/",organic,0,0.029999999329447746
"legal window tint in kentucky",480,40,"/kentucky-window-tint-medical-exemption/",organic,0.05000000074505806,0.019999999552965164
"legal window tint in nj",1000,40,"/new-jersey-window-tint-medical-exemption/",organic,2.3600001335144043,0.019999999552965164
"legal window tint in wisconsin",880,40,"/wisconsin-window-tint-medical-exemption/",organic,3.6399998664855957,0.019999999552965164
"louisiana tint exemption sticker",30,40,"/louisiana-window-tint-medical-exemption/",organic,1.7899999618530273,0.009999999776482582
"michigan window tint ticket cost",20,40,"/michigan-window-tint-medical-exemption/",organic,0,0
"nebraska window tint law",140,40,"/nebraska-window-tint-medical-exemption/",organic,0,0.019999999552965164
"north dakota window tint law",390,40,"/north-dakota-window-tint-medical-exemption/",organic,2.0199999809265137,0.05999999865889549
"oklahoma tint limit",50,40,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"oregon car tint laws",40,40,"/oregon-window-tint-medical-exemption/",organic,0,0.029999999329447746
"tint laws in idaho",50,40,"/idaho-window-tint-medical-exemption/",organic,0,0.029999999329447746
"tint laws in oklahoma",1300,40,"/window-tint-laws-by-state/oklahoma-legal-tint/",organic,1.0499999523162842,0.009999999776482582
"tint laws oregon",1000,40,"/oregon-window-tint-medical-exemption/",organic,5.920000076293945,0.03999999910593033
"what is legal tint in idaho",30,40,"/idaho-window-tint-medical-exemption/",organic,0,0
"what is the darkest legal tint in new mexico",30,40,"/new-mexico-window-tint-medical-exemption/",organic,0,0
"what tint is legal in louisiana",320,40,"/window-tint-laws-by-state/louisiana-legal-tint/",organic,7.449999809265137,0.019999999552965164
"whats the darkest legal tint in colorado",50,40,"/window-tint-laws-by-state/colorado-legal-tint/",organic,0,0.05999999865889549
"whats the darkest legal tint in missouri",40,40,"/missouri-window-tint-medical-exemption/",organic,0,0
"window tint ma",480,40,"/window-tint-laws-by-state/massachusetts-legal-tint/",organic,3.2300000190734863,0.38999998569488525
"alabama tint regulations",390,41,"/alabama-window-tint-medical-exemption/",organic,0,0
"are front window tints illegal",30,41,"/window-tint-laws-by-state",organic,0,0.009999999776482582
"are window tints legal in nj",30,41,"/window-tint-laws-by-state/new-jersey-legal-tint/",organic,0,0.009999999776482582
"can you tint your front windshield in missouri",30,41,"/window-tint-laws-by-state/missouri-legal-tint/",organic,0,0
"ct window tint",390,41,"/connecticut-window-tint-medical-exemption/",organic,4.579999923706055,0.6700000166893005
"ky window tint law",70,41,"/kentucky-window-tint-medical-exemption/",organic,0,0.009999999776482582
"ma legal tint limit",50,41,"/massachusetts-window-tint-medical-exemption/",organic,0,0
"montana window tint",70,41,"/montana-window-tint-medical-exemption/",organic,0,0.03999999910593033
"nj tint law",260,41,"/new-jersey-window-tint-medical-exemption/",organic,0,0.029999999329447746
"ohio front window tint law",40,41,"/ohio-window-tint-medical-exemption/",organic,0,0.009999999776482582
"ohio window tint law 2025",70,41,"/ohio-window-tint-medical-exemption/",organic,0,0
"oklahoma legal tint",50,41,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"oregon window tint limit",30,41,"/oregon-window-tint-medical-exemption/",organic,8.399999618530273,0.03999999910593033
"tint law in alabama",1900,41,"/alabama-window-tint-medical-exemption/",organic,0,0.009999999776482582
"tint laws las vegas",320,41,"/nevada-window-tint-medical-exemption/",organic,1.8799999952316284,0.05000000074505806
"utah legal tint",880,41,"/utah-window-tint-medical-exemption/",organic,1.6399999856948853,0.09000000357627869
"vermont vehicle inspection exemptions",50,41,"/vermont-window-tint-medical-exemption/",organic,0,0
"washington window tinting",320,41,"/washington-window-tint-medical-exemption/",organic,3.2300000190734863,0.2800000011920929
"what is legal tint in massachusetts",70,41,"/massachusetts-window-tint-medical-exemption/",organic,0,0.009999999776482582
"what is the darkest tint you can get in texas",20,41,"/window-tint-laws-by-state/texas-legal-tint/",organic,0,0.11999999731779099
"what tint is legal in kansas",50,41,"/kansas-window-tint-medical-exemption/",organic,0,0.009999999776482582
"whats legal tint in alabama",40,41,"/alabama-window-tint-medical-exemption/",organic,0,0
"window tint in mississippi",90,41,"/mississippi-window-tint-medical-exemption/",organic,0.1899999976158142,0.05999999865889549
"window tint in south carolina",30,41,"/south-carolina-window-tint-medical-exemption/",organic,4.039999961853027,0.10000000149011612
"window tinting laws in alabama",720,41,"/alabama-window-tint-medical-exemption/",organic,0.05000000074505806,0.009999999776482582
"windshield tint south carolina",30,41,"/south-carolina-window-tint-medical-exemption/",organic,0,0.029999999329447746
"alabama window tint law",720,42,"/alabama-window-tint-medical-exemption/",organic,0.05000000074505806,0.009999999776482582
"auto window tinting in nh",30,42,"/new-hampshire-window-tint-medical-exemption/",organic,5.019999980926514,0.7099999785423279
"camden walk in tint waiver",30,42,"/delaware-window-tint-medical-exemption/",organic,0,0.05000000074505806
"can you tint your front windshield in tennessee",70,42,"/window-tint-laws-by-state/tennessee-legal-tint/",organic,0,0.019999999552965164
"can you tint your windshield in oklahoma",40,42,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"car tinting delaware",210,42,"/delaware-window-tint-medical-exemption/",organic,3.4600000381469727,0.6000000238418579
"delaware tint",110,42,"/delaware-window-tint-medical-exemption/",organic,6.769999980926514,0.5
"eye doctor for tint exemption",90,42,"/arkansas-window-tint-medical-exemption/",organic,3.0399999618530273,0.28999999165534973
"how much is a window tint ticket in michigan",30,42,"/michigan-window-tint-medical-exemption/",organic,0,0.009999999776482582
"how to get a tint prescription",320,42,"/",organic,2.4700000286102295,0.1899999976158142
"how to get window tint exemption",170,42,"/texas-window-tint-medical-exemption/",organic,2.0999999046325684,0.12999999523162842
"idaho tint laws 2025",40,42,"/idaho-window-tint-medical-exemption/",organic,0,0
"is 20 tint legal in ct",70,42,"/connecticut-window-tint-medical-exemption/",organic,0,0.019999999552965164
"kansas legal tint",70,42,"/kansas-window-tint-medical-exemption/",organic,0,0.029999999329447746
"legal tint in california 2024",70,42,"/california-window-tint-medical-exemption/",organic,0,0.019999999552965164
"legal tint in montana",90,42,"/montana-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal window tint in wi",880,42,"/wisconsin-window-tint-medical-exemption/",organic,3.6399998664855957,0.019999999552965164
"louisiana vehicle inspection exemption",50,42,"/louisiana-window-tint-medical-exemption/",organic,0,0
"maine window tinting laws",140,42,"/maine-window-tint-medical-exemption/",organic,0.019999999552965164,0
"maryland window tint law",3600,42,"/maryland-window-tint-medical-exemption/",organic,1.440000057220459,0.009999999776482582
"nd tint law change",30,42,"/north-dakota-window-tint-medical-exemption/",organic,0,0.03999999910593033
"new mexico tint laws",320,42,"/new-mexico-window-tint-medical-exemption/",organic,0,0.009999999776482582
"nj tinted windows ticket",50,42,"/new-jersey-window-tint-medical-exemption/",organic,0,0.029999999329447746
"nj window tint laws",90,42,"/new-jersey-window-tint-medical-exemption/",organic,0,0
"nm window tint law",50,42,"/new-mexico-window-tint-medical-exemption/",organic,0,0
"oklahoma tint law",90,42,"/oklahoma-window-tint-medical-exemption/",organic,0,0
"oregon tint laws 2025",110,42,"/oregon-window-tint-medical-exemption/",organic,2.569999933242798,0.029999999329447746
"oregon tinting laws",1000,42,"/oregon-window-tint-medical-exemption/",organic,5.920000076293945,0.03999999910593033
"ri window tint",320,42,"/window-tint-laws-by-state/rhode-island-legal-tint/",organic,2.7899999618530273,0.550000011920929
"south carolina tint limit",30,42,"/south-carolina-window-tint-medical-exemption/",organic,0,0.019999999552965164
"tint exemptions",2400,42,"/new-hampshire-window-tint-medical-exemption/",organic,2.569999933242798,0.18000000715255737
"tint percentage in sc",40,42,"/south-carolina-window-tint-medical-exemption/",organic,0,0.009999999776482582
"tinted windows in iowa",170,42,"/iowa-window-tint-medical-exemption/",organic,10.5,0.10000000149011612
"tinted windows in nh",260,42,"/new-hampshire-window-tint-medical-exemption/",organic,4.970000267028809,0.5400000214576721
"tints in nyc",2400,42,"/new-york-window-tint-medical-exemption/",organic,2.440000057220459,0.4099999964237213
"tints legal in nj",70,42,"/new-jersey-window-tint-medical-exemption/",organic,0,0.009999999776482582
"utah car tint laws",720,42,"/utah-window-tint-medical-exemption/",organic,1.649999976158142,0.10000000149011612
"utah car window tint law",720,42,"/utah-window-tint-medical-exemption/",organic,1.649999976158142,0.10000000149011612
"utah window tint law",720,42,"/utah-window-tint-medical-exemption/",organic,1.649999976158142,0.10000000149011612
"vt window tint law",30,42,"/vermont-window-tint-medical-exemption/",organic,0,0
"what is the legal tint in montana",40,42,"/montana-window-tint-medical-exemption/",organic,0,0.009999999776482582
"what is the legal tint limit in idaho",50,42,"/idaho-window-tint-medical-exemption/",organic,0.05999999865889549,0.029999999329447746
